,city,category,amount
854,Las Vegas, Car Wash,135
855,Toronto, Acupuncture,135
856,Scottsdale, Auto Repair,135
857,Las Vegas,Skin Care,135
858,Las Vegas, Session Photography,135
859,Goodyear, Shopping,135
860,Las Vegas,Education,135
861,Charlotte, Hotels,135
862,Las Vegas, Family Practice,135
863,Avondale, Restaurants,134
864,Las Vegas, Vegetarian,134
865,Phoenix, Sports Bars,134
866,Las Vegas, Self Storage,134
867,Las Vegas, Chiropractors,134
868,Las Vegas, Food Trucks,134
869,Phoenix, Day Spas,134
870,Phoenix, Local Flavor,134
871,Etobicoke, Food,134
872,Madison, American (New),134
873,Oakville, Restaurants,134
874,Las Vegas, Graphic Design,134
875,Scottsdale, Massage Therapy,134
876,Las Vegas, Art Galleries,134
877,Toronto, Specialty Schools,133
878,Henderson, Auto Repair,133
879,Phoenix,Nail Salons,133
880,Phoenix, Accessories,133
881,Charlotte, Seafood,133
882,Mesa, Sandwiches,133
883,Charlotte, Delis,133
884,Tempe, Arts & Entertainment,133
885,Charlotte, Flowers & Gifts,133
886,Tempe,Beauty & Spas,133
887,Phoenix,Pizza,132
888,Henderson, Skin Care,132
889,Chandler,Food,132
890,Toronto, Hotels,132
891,Montréal, Sushi Bars,132
892,Toronto, Auto Repair,132
893,Tempe,Health & Medical,132
894,Montréal, Grocery,132
895,Las Vegas, Handyman,132
896,Las Vegas,Burgers,132
897,Scottsdale, Fast Food,132
898,Charlotte,Hotels & Travel,132
899,Phoenix, Department Stores,132
900,Toronto, Sports Bars,132
901,Las Vegas, Shipping Centers,131
902,Scottsdale,Active Life,131
903,Concord, Food,131
904,Henderson, Fitness & Instruction,131
905,Thornhill, Restaurants,131
906,Las Vegas, Sewing & Alterations,131
907,Scottsdale, Home Decor,131
908,Markham,Food,131
909,Concord,Restaurants,131
910,Toronto, Wine Bars,130
911,Toronto, Gyms,130
912,Glendale,Health & Medical,130
913,Phoenix,Fashion,130
914,Pittsburgh, Wine & Spirits,130
915,Toronto,Canadian (New),129
916,Toronto,Sushi Bars,129
917,Phoenix,Dentists,129
918,Pittsburgh,Bars,129
919,Charlotte, Italian,129
920,Scottsdale, Eyelash Service,129
921,Scottsdale, Gyms,129
922,Scottsdale, Real Estate Agents,129
923,Las Vegas,Contractors,129
924,Las Vegas,Banks & Credit Unions,129
925,Las Vegas, Weight Loss Centers,129
926,Charlotte, Pet Services,128
927,Tempe,Automotive,128
928,Charlotte, Cosmetic Dentists,128
929,Montréal,Beauty & Spas,128
930,Las Vegas, Oral Surgeons,128
931,Henderson, Hair Removal,127
932,Las Vegas, Mobile Phone Repair,127
933,Phoenix,Arts & Entertainment,127
934,Phoenix, Kitchen & Bath,127
935,Mississauga, Fast Food,127
936,Toronto, Furniture Stores,127
937,Las Vegas, Hawaiian,127
938,Las Vegas,Performing Arts,127
939,Montréal,Cafes,126
940,Ajax, Restaurants,126
941,Matthews, Shopping,126
942,Cleveland, Pizza,126
943,Henderson, Fast Food,126
944,Las Vegas, Korean,126
945,Las Vegas, Thai,126
946,Chandler, Bars,125
947,Charlotte, Accessories,125
948,Cleveland, Fast Food,125
949,Henderson, Education,125
950,Mississauga, Coffee & Tea,125
951,Phoenix,Bars,125
952,Las Vegas, Mediterranean,125
953,Henderson, American (Traditional),125
954,Pittsburgh,Local Services,125
955,Toronto,Indian,125
956,Las Vegas, Public Services & Government,124
957,Phoenix,Fitness & Instruction,124
958,Phoenix, Men's Clothing,124
959,Gilbert,Shopping,124
960,Toronto,Grocery,124
961,Montréal,French,124
962,Pittsburgh, Salad,124
963,Mesa, Fitness & Instruction,124
964,Montréal, Local Services,124
965,Phoenix, Orthodontists,124
966,Las Vegas, Food Delivery Services,124
967,Goodyear, Restaurants,124
968,Phoenix, Vintage & Consignment,124
969,Phoenix, Transportation,124
970,Glendale, Fast Food,124
971,Charlotte,Event Planning & Services,123
972,Phoenix, Mags,123
973,Toronto, Music Venues,123
974,Las Vegas, Electronics Repair,123
975,Toronto, Food Delivery Services,123
976,Phoenix, Music & Video,123
977,Gilbert, Event Planning & Services,123
978,Cleveland, Hotels & Travel,123
979,Glendale, Nightlife,123
980,Charlotte,Hair Salons,123
981,Mississauga, Chinese,123
982,Phoenix, Pet Groomers,122
983,Phoenix, Eyelash Service,122
984,Tempe, American (Traditional),122
985,Henderson, Fashion,122
986,Las Vegas, Eyewear & Opticians,122
987,Henderson,Local Services,122
988,Scarborough, Shopping,122
989,Pittsburgh, Professional Services,122
990,Champaign, Home Services,122
991,Mesa, Hotels & Travel,122
992,Toronto, General Dentistry,121
993,Glendale, Fashion,121
994,Las Vegas, Permanent Makeup,121
995,Tempe, Fast Food,121
996,Tempe, Apartments,121
997,Montréal, Asian Fusion,121
998,Madison, Coffee & Tea,121
999,Las Vegas,Desserts,121
1000,Phoenix, Auto Detailing,121
1001,Charlotte,Active Life,121
1002,Gilbert, Contractors,121
1003,Mississauga, Health & Medical,121
1004,Phoenix, Laundry Services,121
1005,Toronto, Chiropractors,121
1006,Las Vegas, Mortgage Brokers,121
1007,Charlotte, Massage,120
1008,Gilbert, Real Estate,120
1009,Charlotte, Home Decor,120
1010,Phoenix,Contractors,120
1011,Charlotte, Venues & Event Spaces,120
1012,Toronto, Greek,120
1013,Toronto, Barbers,120
1014,Huntersville, Restaurants,120
1015,Phoenix, Printing Services,120
1016,Toronto, Yoga,119
1017,Surprise, Health & Medical,119
1018,Montréal, Hotels,119
1019,Charlotte,American (Traditional),119
1020,Montréal, Fast Food,119
1021,Las Vegas, Auto Insurance,119
1022,Peoria,Restaurants,119
1023,Laval,Restaurants,119
1024,Aurora, Restaurants,119
1025,Montréal, Pubs,118
1026,Charlotte, Bakeries,118
1027,Toronto, Caribbean,118
1028,Charlotte,Sandwiches,118
1029,Henderson,Doctors,118
1030,Charlotte, Sports Bars,118
1031,Toronto, Trainers,118
1032,Montréal, Vietnamese,118
1033,Pittsburgh, Caterers,118
1034,Toronto, Real Estate,118
1035,Cleveland, Specialty Food,118
1036,Glendale, Bars,118
1037,Scottsdale, Pet Services,117
1038,Montréal, Cocktail Bars,117
1039,Mesa, Financial Services,117
1040,Gilbert,Beauty & Spas,117
1041,Whitby, Restaurants,117
1042,Mesa, Burgers,117
1043,Henderson, Financial Services,117
1044,North Las Vegas,Restaurants,117
1045,Pittsburgh, Desserts,117
1046,Cleveland, Coffee & Tea,117
1047,Mississauga,Beauty & Spas,117
1048,Phoenix, Medical Spas,116
1049,Phoenix, Self Storage,116
1050,Glendale, Hair Salons,116
1051,Las Vegas, Parks,116
1052,Glendale, Active Life,116
1053,Phoenix, Food Trucks,116
1054,Las Vegas, Notaries,116
1055,Toronto, Bubble Tea,116
1056,Chandler, Hair Removal,116
1057,Las Vegas, Tanning,116
1058,Las Vegas, Physical Therapy,116
1059,Pittsburgh, Chinese,116
1060,Mesa, Apartments,116
1061,Pickering, Restaurants,116
1062,Las Vegas, Preschools,115
1063,Pittsburgh, Cafes,115
1064,Las Vegas, Pool & Hot Tub Service,115
1065,Toronto, Health Markets,115
1066,Las Vegas, Appliances & Repair,115
1067,Las Vegas, Movers,115
1068,Las Vegas, Internal Medicine,115
1069,Scottsdale, Specialty Food,115
1070,Las Vegas, Tax Services,115
1071,Charlotte, Education,115
1072,Las Vegas,Accessories,115
1073,Cleveland, Health & Medical,115
1074,Chandler, Fast Food,114
1075,Cleveland, Burgers,114
1076,Toronto,Thai,114
1077,Montréal,Breakfast & Brunch,114
1078,Charlotte,Bars,114
1079,Phoenix, Pet Sitting,114
1080,Mississauga, Local Services,113
1081,Charlotte, Gyms,113
1082,Glendale,Food,113
1083,Las Vegas,Fitness & Instruction,113
1084,Las Vegas, Sports Wear,113
1085,Phoenix, Public Services & Government,113
1086,Gilbert, Hair Salons,113
1087,Phoenix, Carpet Cleaning,113
1088,Cleveland, Active Life,113
1089,Las Vegas,Japanese,113
1090,Etobicoke,Restaurants,113
1091,Toronto, Medical Centers,112
1092,Phoenix, Chiropractors,112
1093,Mesa, Pets,112
1094,Phoenix, Appliances & Repair,112
1095,Montréal, Mediterranean,112
1096,Las Vegas,Breakfast & Brunch,112
1097,Charlotte, Furniture Stores,112
1098,Las Vegas, Eyebrow Services,112
1099,Scottsdale, Cosmetics & Beauty Supply,112
1100,Las Vegas, Car Rental,111
1101,Cuyahoga Falls, Restaurants,111
1102,Champaign,Restaurants,111
1103,Charlotte, Tires,111
1104,Pittsburgh, Bakeries,111
1105,Las Vegas, Divorce & Family Law,111
1106,Scottsdale, Mexican,111
1107,Las Vegas, Transmission Repair,111
1108,Henderson, Dentists,111
1109,Henderson, General Dentistry,111
1110,Charlotte, Hair Stylists,111
1111,Charlotte, Chinese,111
1112,Henderson, Arts & Entertainment,111
1113,Mesa, Education,111
1114,Las Vegas,Massage,111
1115,Scottsdale, Apartments,111
1116,Montréal, Health & Medical,110
1117,Las Vegas, Building Supplies,110
1118,Scottsdale,Hair Salons,110
1119,Chandler,Automotive,110
1120,Las Vegas, Criminal Defense Law,110
1121,Scottsdale, Jewelry,110
1122,Glendale, Real Estate,110
1123,Phoenix, Mediterranean,110
1124,Montréal,Pizza,110
1125,Phoenix, Mobile Phones,110
1126,Las Vegas, Gift Shops,110
1127,Toronto, Local Flavor,109
1128,Mississauga, Active Life,109
1129,Las Vegas, Auto Customization,109
1130,Phoenix, Body Shops,109
1131,Scottsdale,Professional Services,109
1132,Mesa, General Dentistry,109
1133,Pittsburgh, Venues & Event Spaces,109
1134,Las Vegas, Buffets,109
1135,Pittsburgh, Hair Removal,109
1136,Las Vegas, Home & Rental Insurance,108
1137,Scottsdale, Medical Centers,108
1138,Scottsdale, Burgers,108
1139,Phoenix, Pool & Hot Tub Service,108
1140,Surprise, Food,108
1141,Toronto,American (Traditional),107
1142,Phoenix, Auto Glass Services,107
1143,Henderson, Nail Salons,107
1144,Las Vegas, Travel Services,107
1145,Las Vegas, Pet Stores,107
1146,Markham,Chinese,107
1147,Charlotte, Day Spas,107
1148,Madison,Home Services,107
1149,Las Vegas, Child Care & Day Care,106
1150,Phoenix, Car Wash,106
1151,Tempe, Hair Salons,106
1152,Mississauga, Specialty Food,106
1153,Madison, Auto Repair,106
1154,Scottsdale, Furniture Stores,106
1155,Las Vegas, Interior Design,106
1156,Madison, Arts & Entertainment,106
1157,Las Vegas, Swimming Pools,106
1158,Toronto,Hair Removal,106
1159,Charlotte,Fast Food,106
1160,Las Vegas, Security Systems,106
1161,Vaughan, Shopping,106
1162,Chandler, Dentists,106
1163,Phoenix, Insurance,106
1164,Scottsdale,Fashion,106
1165,Chandler, American (Traditional),106
1166,Cleveland,Shopping,106
1167,Montréal,Italian,105
1168,Markham, Coffee & Tea,105
1169,Peoria, Active Life,105
1170,Phoenix, Physical Therapy,105
1171,Las Vegas, Ethnic Food,105
1172,Toronto, Medical Spas,105
1173,Mesa, Coffee & Tea,105
1174,Scottsdale, Venues & Event Spaces,105
1175,Chandler,Local Services,105
1176,Pittsburgh, Women's Clothing,105
1177,Las Vegas, Florists,105
1178,Phoenix, Appliances,105
1179,Las Vegas, Painters,105
1180,Charlotte, Oil Change Stations,105
1181,Mississauga, Hotels & Travel,105
1182,Henderson, Sandwiches,104
1183,Scottsdale, Weight Loss Centers,104
1184,Scottsdale, Sporting Goods,104
1185,Las Vegas, Diners,104
1186,Glendale, Event Planning & Services,104
1187,Toronto, Delis,104
1188,Phoenix, Yoga,104
1189,Mesa, Pizza,104
1190,Phoenix, Family Practice,104
1191,Las Vegas,Gas Stations,104
1192,Las Vegas,Hair Removal,103
1193,Peoria,Home Services,103
1194,Montréal, Hair Salons,103
1195,Richmond Hill, Chinese,103
1196,Phoenix, Community Service/Non-Profit,103
1197,Montréal, Middle Eastern,103
1198,Tempe, Hotels & Travel,103
1199,Mississauga, Burgers,103
1200,Cleveland,Bars,103
1201,Pittsburgh, Flowers & Gifts,103
1202,Charlotte, Contractors,103
1203,Pineville, Shopping,102
1204,North Las Vegas, Beauty & Spas,102
1205,Tempe, Fitness & Instruction,102
1206,Toronto, Physical Therapy,102
1207,Glendale, Mexican,102
1208,Chandler, Sandwiches,102
1209,Gilbert, Fitness & Instruction,102
1210,Mississauga, Indian,102
1211,Las Vegas,Barbers,102
1212,Phoenix, Used,102
1213,Pittsburgh, Mexican,102
1214,Mesa, Oil Change Stations,102
1215,Phoenix,Education,102
1216,Charlotte, Financial Services,102
1217,Toronto, Gastropubs,102
1218,Phoenix,American (Traditional),102
1219,Tempe,Local Services,101
1220,Toronto, Tea Rooms,101
1221,Toronto, Laser Hair Removal,101
1222,Gilbert,Food,101
1223,Las Vegas, Vape Shops,101
1224,Toronto, Tapas/Small Plates,101
1225,Las Vegas, Martial Arts,101
1226,Charlotte, Southern,101
1227,Charlotte, Wine Bars,101
1228,Toronto, Transportation,101
1229,Mississauga, Sandwiches,101
1230,Scottsdale, Flowers & Gifts,101
1231,Toronto,Korean,101
1232,Pittsburgh, Doctors,101
1233,Phoenix, Cocktail Bars,100
1234,Richmond Hill, Shopping,100
1235,North Las Vegas, Health & Medical,100
1236,Las Vegas, Health Markets,100
1237,Surprise, Local Services,100
1238,Scarborough, Chinese,100
1239,Brampton, Shopping,100
1240,Charlotte, Laundry Services,100
1241,Las Vegas,Grocery,100
1242,Scottsdale, Specialty Schools,100
1243,Mississauga, Halal,100
1244,Toronto,Mediterranean,100
1245,Glendale, Auto Repair,99
1246,Pittsburgh,Event Planning & Services,99
1247,Mesa, Auto Parts & Supplies,99
1248,Pittsburgh, Grocery,99
1249,Scottsdale, Hair Extensions,99
1250,Glendale,Automotive,99
1251,Urbana, Restaurants,99
1252,Phoenix, Property Management,99
1253,Las Vegas,Day Spas,99
1254,Toronto,Mexican,99
1255,Las Vegas, Obstetricians & Gynecologists,99
1256,Phoenix, Hair Extensions,99
1257,Strongsville, Restaurants,99
1258,Phoenix, Elementary Schools,99
1259,Scottsdale, Wine & Spirits,99
1260,Phoenix, Books,98
1261,Phoenix, Oral Surgeons,98
1262,Scottsdale,Event Planning & Services,98
1263,Las Vegas,Specialty Food,98
1264,Phoenix, Optometrists,98
1265,Las Vegas, Reflexology,98
1266,Mesa,Auto Repair,98
1267,Glendale, Dentists,98
1268,Charlotte, Drugstores,98
1269,Glendale, Sandwiches,98
1270,Phoenix, Pool Cleaners,98
1271,Phoenix, Barbeque,98
1272,Phoenix,Burgers,98
1273,Henderson, Breakfast & Brunch,97
1274,Las Vegas, Diagnostic Services,97
1275,Goodyear, Home Services,97
1276,Etobicoke, Shopping,97
1277,Phoenix, Preschools,97
1278,Las Vegas, Smog Check Stations,97
1279,Henderson, Waxing,97
1280,Chandler, General Dentistry,97
1281,Mississauga, Fashion,97
1282,Goodyear, Health & Medical,97
1283,Toronto, IT Services & Computer Repair,97
1284,Cleveland, Breakfast & Brunch,97
1285,Toronto, Eyewear & Opticians,97
1286,Charlotte,Nail Salons,97
1287,Las Vegas,Lawyers,97
1288,Las Vegas, Outlet Stores,97
1289,Phoenix, Photographers,96
1290,Champaign, Local Services,96
1291,Montréal, Vegetarian,96
1292,Phoenix, Interior Design,96
1293,Charlotte, Cocktail Bars,96
1294,Las Vegas, Damage Restoration,96
1295,Charlotte, Convenience Stores,96
1296,Pittsburgh, Dentists,96
1297,Peoria, Doctors,96
1298,Las Vegas, Hobby Shops,96
1299,Toronto,Fitness & Instruction,96
1300,Charlotte, Eyelash Service,96
1301,Las Vegas, Office Cleaning,96
1302,Madison, Hotels & Travel,96
1303,Las Vegas, Telecommunications,96
1304,Phoenix, Veterinarians,96
1305,Toronto, Art Galleries,95
1306,Phoenix, Transmission Repair,95
1307,Las Vegas, Pool Cleaners,95
1308,Gilbert, Hair Removal,95
1309,Las Vegas,Real Estate Services,95
1310,Peoria,Health & Medical,95
1311,Westlake, Restaurants,95
1312,Tempe, Burgers,95
1313,Las Vegas,Ice Cream & Frozen Yogurt,95
1314,Parma, Restaurants,95
1315,Las Vegas,Eyelash Service,94
1316,Brossard, Restaurants,94
1317,Tempe, Mexican,94
1318,Gilbert,Local Services,94
1319,Toronto, Noodles,94
1320,Montréal, Barbeque,94
1321,Henderson, Real Estate Services,94
1322,Pittsburgh, General Dentistry,94
1323,Toronto, Dance Clubs,94
1324,Gilbert, Dentists,94
1325,Montréal, Salad,94
1326,Phoenix, Real Estate Agents,94
1327,Chandler, Education,94
1328,Charlotte,Apartments,94
1329,Las Vegas, Soup,94
1330,Toronto,Home & Garden,93
1331,Phoenix, Men's Hair Salons,93
1332,Cleveland,Nightlife,93
1333,Las Vegas, Wine Bars,93
1334,Gilbert, Fast Food,93
1335,Mississauga, American (Traditional),93
1336,Gilbert,Automotive,93
1337,Mesa, Breakfast & Brunch,93
1338,Tempe, American (New),93
1339,Las Vegas,Seafood,93
1340,Madison, Real Estate,93
1341,Chandler, Skin Care,93
1342,Scottsdale,Nightlife,93
1343,Willoughby, Restaurants,93
1344,Toronto, Sewing & Alterations,93
1345,Scottsdale, Arts & Crafts,93
1346,Gilbert, Education,93
1347,Toronto,Pets,93
1348,Phoenix, Lounges,93
1349,Charlotte, Men's Clothing,93
1350,Toronto, Pet Stores,93
1351,Las Vegas,Convenience Stores,93
1352,Las Vegas,Auto Parts & Supplies,93
1353,Las Vegas, Vintage & Consignment,93
1354,Montréal, Women's Clothing,93
1355,Madison, Fast Food,92
1356,Charlotte, Cosmetics & Beauty Supply,92
1357,Charlotte, Food Trucks,92
1358,Scottsdale, Wine Bars,92
1359,Madison, Breakfast & Brunch,92
1360,Henderson, Real Estate Agents,92
1361,Scottsdale,Skin Care,92
1362,Pittsburgh,Active Life,92
1363,Las Vegas, Marketing,92
1364,Mesa, Tires,92
1365,Phoenix, Art Galleries,92
1366,Las Vegas, Appliances,92
1367,North Las Vegas,Home Services,91
1368,Las Vegas,Jewelry,91
1369,Charlotte,Fashion,91
1370,Glendale, Professional Services,91
1371,Toronto,Ice Cream & Frozen Yogurt,91
1372,Scottsdale, Salad,91
1373,Las Vegas, Community Service/Non-Profit,91
1374,Mesa,Doctors,91
1375,Montréal,Hotels & Travel,91
1376,Las Vegas, Bubble Tea,91
1377,Pittsburgh, Chicken Wings,91
1378,Scottsdale, Sports Bars,91
1379,Mesa, Arts & Entertainment,91
1380,Madison, Professional Services,91
1381,Las Vegas, Hot Dogs,91
1382,Montréal,Sushi Bars,91
1383,Chandler, Nail Salons,91
1384,Chandler, Mexican,91
1385,Huntersville, Shopping,90
1386,Phoenix,Grocery,90
1387,North Olmsted, Shopping,90
1388,Las Vegas, Web Design,90
1389,Glendale,Local Services,90
1390,Toronto, Financial Services,90
1391,Las Vegas,Bakeries,90
1392,Tempe, Breakfast & Brunch,90
1393,Mississauga, Bakeries,90
1394,Tempe, Financial Services,90
1395,Phoenix, Shipping Centers,90
1396,Henderson,Active Life,90
1397,Toronto, Tapas Bars,90
1398,Avondale, Shopping,90
1399,Mississauga, Middle Eastern,90
1400,Phoenix, Wine Bars,89
1401,Phoenix,Banks & Credit Unions,89
1402,Mesa, Hair Removal,89
1403,Peoria,Shopping,89
1404,Toronto,Women's Clothing,89
1405,Toronto, Public Services & Government,89
1406,Phoenix, Dry Cleaning & Laundry,89
1407,Tempe, Education,89
